confidence,recommended_specialty,source,current_specialty,changed,google_category_raw,name,area,rating,reviews,place_id
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة استعادة بيانات,Micron Data Recovery Kuwait,حولي,4.9,91,ChIJkdq6W5eczz8RJCx6RDqyIGw
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة استعادة بيانات,Kuwait Data Recovery,Kuwait,4.6,74,ChIJoTgniZmczz8RJFL6F5QehzM
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مركز الحفاظ على الصحة,MAD Recovery Center,السالمية,4.9,1210,ChIJxUMD5Et3zz8RqtL0621jwFI
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,أخصائي معالجة بالتدليك,Recovery Spa,الجابرية,3.9,57,ChIJq2nbS1yczz8RDClOLalFgTM
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,صالة رياضة,Cure Recovery,بنيد القار,4.9,34,ChIJgTUYzaWDzz8Ro1WA8Ml5ghs
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة إصلاح الهاتف,Britco & Bridco Kuwait Communications Equipment Repair Co. W.L.L,حولي,5.0,903,ChIJE7kjtt-dzz8RWhDcKYFo-qA
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مركز الحفاظ على الصحة,Movewell Recovery,دسمان,4.9,14,ChIJ-9dPWrSFzz8RKHth3gtxa_Y
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة استعادة بيانات,Zajil Datacentre,كيفان,4.0,7,ChIJt5TcZzOFzz8Ri31-681RlZw
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,تصليح سيارات,ونش الوفرة,قطعه 10,5.0,9,ChIJT-k-ZXqLzj8R6QKDtA2YXrA
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,ورشة إصلاح سيارات,ونش وسطحة الخيران,الخيران,5.0,5,ChIJYbf7X7OTzj8RPAFZwB1BeCk
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة رافعات,Winch_peter transport servic car ونش خدمه طريق أبوريتا,شرق,4.7,3,ChIJE_XBYJaFzz8RnGfglTvGQ80
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,سطحه كرين ونش جابر الاحمد,قطعة 5,4.7,7,ChIJeVu-gs31zz8REUzykvYf3bs
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة إصلاح أجهزة كمبيوتر,Kuwait Computer Repair on Call,حولي,4.9,151,ChIJzapykEqbzz8RZsrwoaORhjY
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,عيادة للطب الرياضي,SESC مركز الطب الرياضي,المهبولة,4.9,236,ChIJP3_jLBsJzz8ROgHY1oPkC9E
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,تاجر شاحنات,MAN Truck & Bus,الري,4.4,78,ChIJ2SWDLeyazz8RtdxfymuCKB0
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة صيانة,SKYLINE GARAGE / كراج سكاي لاين,الجهراء,4.8,13,ChIJL-jYSLDzzz8RWItl2uQwWQs
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,شركة الحافلات,شركة سيتي جروب - الرئيسي,الصليبية الصناعية 2,3.9,368,ChIJxzXIyYmRzz8R0Ixle2CnwTU
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,دعم الكمبيوتر والخدمات,Gulf Secure Track company,الضجيج,3.4,14,ChIJp8e8WnRWC6wRA8s42NGGc7I
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,إصلاحات,شركه وذر فورد كويت للخدمات البتروليه,الأحمدي,4.3,285,ChIJjWJ8FaUAzz8RnyZNC8jsBPo
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,ممارس طب بديل,مركز قصار لوجي الفنطاس,الفنطاس,3.4,32,ChIJsX13jioKzz8R5hMAitkjXsk
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,دعم الكمبيوتر والخدمات,Marafie IT Services & Consultations Co (MRAFIEKW),فنيطيس,1.0,1,ChIJH3eGyBULzz8R6-GH0CQKFxs
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مركز طبي,Fawzia Sultan Healthcare Network (FSHN) Rehabilitation - Sabah Al Salem,صباح السالم,4.3,103,ChIJHaaUm6Odzz8Ru4QtqTmPKv4
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة إصلاح أجهزة كمبيوتر,"Al Masiya Computers,fahaheel ( CCTV,Networking,Access Control,Pabx telephone,IP phone,Time attendance)",الفحيحيل,4.9,140,ChIJ1yI0S10Gzz8RAD9R70djbZo
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مقاول مواد عازلة للكهرباء,KAEFER Kuwait General Trading & Contracting Company WLL,المنقف,4.7,31,ChIJLRbKgfsHzz8REwYi1WM6HLo
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,شركة نقل الشاحنات,كرين سحب تريلات ونسافات وتناكر,جليب الشيوخ,5.0,1,ChIJ3QoRNmmbzz8Rz9INm256q-0
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,ورشة إصلاح سيارات,سطحة ونش,الفحيحيل,5.0,7,ChIJH4ngftcJzz8RAMREG5oyr4w
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,تاجر شاحنات,ونش الكويت خدمة 24 ساعة,جنوب الأحمدي,0.0,0,ChIJxa9CmqOpzz8REH1m2YxfFIk
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمات السلامة على الطرق,ونش,الأندلس,5.0,1,ChIJjyZ9EwCRzz8RLAUF3fS0pbw
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مكتب الشركات,ونش سريع,2،,5.0,13,ChIJ-4uCkKGbzz8RijfdsPhimCw
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,صيانة الممتلكات,ونش الري السريع,الري,0.0,0,ChIJFe6nVVabzz8RDjUU1WBTWxg
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,المساعدة المنزلية,ونش الاندلس السريع,الأندلس,5.0,1,ChIJcQ4bK_uRzz8RrIB3CPRlyy4
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,ونش راجو,الرقعي,1.0,1,ChIJRQ8HCgCRzz8RVB3EDlWjtKk
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة تأجير السيارات,كبد ونش سطحه,كبد,0.0,0,ChIJ-3APXwDBzz8R3mmWoDMVsCE
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,ونش سطحه الاحمدي,الرقة,4.0,6,ChIJ4-MYSs4Jzz8RYa9DKIDqLV8
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,ورشة إصلاح سيارات,ونش سطحة المنطقة العاشرة شركة كراج ريلاكس العالمية,الفحيحيل,5.0,29,ChIJUUdZBPMHzz8RMP2c0rvCIPM
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,ورشة إصلاح سيارات,سطحه كرين ونش- الديرة المنطقه العاشرة 55358889,المنقف,4.1,7,ChIJre5x7qJ3zz8RSF6aOA7a9o8
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مكتب الشركات,اسرع ونش سيارات,المهبولة,4.4,5,ChIJF-hILwoJzz8Rj2SDKh9rCKk
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمات السلامة على الطرق,ونش 66600410,الكويت,5.0,14,ChIJwWs5RU6Zzz8R6TueIxg2k6U
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمات السلامة على الطرق,ونش سطحه الجهراء,الجهراء,5.0,4,ChIJzzmjKgD1zz8RKfq59yL9KU8
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمات السلامة على الطرق,ونش سطحه كرين الجهراء,الجهراء,5.0,1,ChIJ10BvVJr1zz8RrDakvotJdD8
MEDIUM,ونش وسحب,name/hints,ونش وسحب,,ورشة إصلاح سيارات,Winch car delivery,النعايم,3.8,174,ChIJnTDvVHkJ0D8RNdft0tqBZGE
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,ونش المطلاع السريع,الجهراء,0.0,0,ChIJ0Thw5SE8CIMRif6ODUii2Lg
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,ونش كرين حولي,حولي,5.0,1,ChIJoRw4EACdzz8RdqvM6PALjuA
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مكتب الشركات,بدالة الونشات جميع منطقة الكويت,مدينة الكويت,3.0,2,ChIJIYk2_VSdzz8R4JufZDNewRY
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,وكيل شحن المركبات,@Winch_bentley ونش مركز بنتلي للسيارات,مدينة الكويت,5.0,6,ChIJJ5W5Vq6dzz8RqeeoV8OxnQE
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,موقف سيارات,ونش ادارة كويتيه,شويخ الصناعية 1,0.0,0,ChIJDyk2IQCbzz8Re1NrGQcvDiw
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,ونش ونشصبحى أل أحمد winch,صباح الأحمد,5.0,2,ChIJaTmkEgBXzj8RnJ0ZQxTUNtA
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,صباح الاحمد السكنية,صباح الأحمد,4.3,28,ChIJkyIfrKZXzj8R282rU7S5Nzo
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,خدمة وسائل النقل,دوار دسمان,الوفرة,3.5,2,ChIJVTJHuAJhzj8RmLh_FW0Oesc
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,متجر للسيارات الرياضية,Twenty 2 Motortsports,الشويخ الصناعية,4.4,14,ChIJyS1e-5Cbzz8RTCpoLvRB6S8
MEDIUM,ونش وسحب,kept_current,ونش وسحب,,مصنع السيارات,Osaka965 Garage,الشويخ الصناعية,4.2,27,ChIJX3c-_hCbzz8R31sqv65H0p4
LOW,إكسسوارات,kept_current(generic),إكسسوارات,,ورشة إصلاح سيارات,مخرطة ماهر الفضي لتصليح رنجات,الشويخ الصناعية 3,4.2,23,ChIJD-iTqMybzz8Rs-UzrSd0qjQ
LOW,إكسسوارات,kept_current(generic),إكسسوارات,,ورشة إصلاح سيارات,الابتكار لادوات وزينة السيارات,غرب ابو فطيرة الحرفية,5.0,1,ChIJxYXrztShzz8Rn-j7LkKldeY
LOW,إكسسوارات,kept_current(generic),إكسسوارات,,ورشة إصلاح سيارات,شركه اضواء المهلب لزينه السيارات,غرب ابو فطيرة الحرفية,5.0,2,ChIJSeqjLaihzz8RnlxiIE9Hyxc
LOW,إكسسوارات,kept_current(generic),إكسسوارات,,مركز صيانة سيارات,Ultimate Performance Garage,شويخ الصناعية 3,4.6,17,ChIJfaaZijWbzz8RE1F1ob_u8mA
LOW,إكسسوارات,kept_current(generic),إكسسوارات,,تصليح سيارات,النداوي لتجهيز وزينة السيارات,غرب ابو فطيرة الحرفية,4.2,20,ChIJ45TQkOihzz8RJpc1V67Jkh4
LOW,بودي وصبغ,kept_current(generic),بودي وصبغ,,ورشة إصلاح سيارات,صباغ دعمات,جليب الشيوخ,4.0,3,ChIJR88pPUqZzz8RMCS5YhqvLjc
LOW,بودي وصبغ,kept_current(generic),بودي وصبغ,,ورشة إصلاح سيارات,Bumper to Bumper - Sabahiya Branch,الصباحية,0.0,0,ChIJTXxvUATrzz8RiHuay6k05Pw
LOW,بودي وصبغ,kept_current(generic),بودي وصبغ,,تصليح سيارات,Bumper to Bumper - Al Jahra Main Branch,الجهراء المنطقة الصناعية قطعه 1,3.8,58,ChIJ2Zh7JMb2zz8RPR7KonVkpRs
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,تصليح سيارات,خدمة لكزس الساير,الشويخ الصناعية 1,4.4,937,ChIJ0cTqRLKazz8RV6wJsR5EeVc
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,دعاميه لي دعاميه,الشويخ الصناعية 1,4.2,202,ChIJczFH8cuazz8RfEQqFcA6E_o
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,بترو اويل لزيوت السيارات,الشويخ الصناعية 3,4.3,6,ChIJi5lQh3Wbzz8RtReylj1wi_E
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,لتبديل زيوت السيارات المختصBizol,الشويخ الصناعية 2,5.0,2,ChIJzY_YKVybzz8R1lID-KxSlxQ
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,,Kia Service Center,الشويخ الصناعية,3.8,0,ChIJV-vG_UqFzz8RpIt3J1meElY
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,تصليح سيارات,كراج ملك السالمية لتصليح السيارات,السالمية,3.8,33,ChIJ8z86pe2dzz8RpYqk1BxwmrI
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,مجمع عالم الزيوت,الشعب,0.0,0,ChIJdfVNCACdzz8RoI_19mqXd20
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,الخليج لتبديل الزيوت صباح السالم,صباح السالم,5.0,1,ChIJ40ljJYifzz8RUZwX39QSVvU
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,ليكوى مولى Liqui Moly - jahra,الجهراء المنطقة الصناعية قطعه 1,4.4,24,ChIJN4L2QAD3zz8RcOSH5cE1cuo
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,ورشة إصلاح سيارات,مرکز تخصصی جلوبندی ترمز و کلاچ و هیدولیک خسروی,نیشابور,0.0,0,ChIJ4RR4FH7lzz8RFzHRZwNaTGg
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,مركز صيانة سيارات,شانغان - خدمة الري,الري,4.0,261,ChIJk1W1aZmazz8R7JnPoYzzvKk
LOW,زيوت وصيانة,kept_current(generic),زيوت وصيانة,,سيارات,تويوتا الساير - خدمة الاحمدي,شرق الأحمدي,4.1,1870,ChIJL8kPNvsHzz8R4XsPM0HPWc4
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,Jleeb Car Repair Garage,جليب الشيوخ,5.0,4,ChIJ___P5P-Zzz8RwE6gPCgjJAg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,تويوتا الساير - خدمة الغزالي,الري (قريب من الشويخ),4.3,1996,ChIJx7aEEvOazz8RHzM3J5rhdDc
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Farwaniya garage,الفروانية,0.0,0,ChIJBT7-UwCbzz8RxxgClEOp9JM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Srinu gyarez,خيطان,4.0,1,ChIJb_zKCACbzz8R2uG20OqM60A
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Infiniti Quick Service - Al Babtain,الري (قريب من الشويخ),4.2,475,ChIJTVH-do6azz8RA1Ddnvrntlk
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج فل اوبشن,الشويخ الصناعية 3,4.0,337,ChIJpZNVaUSbzz8RJ3LpdZ2F6Qg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج الزيد لتصليح السيارات,الشويخ الصناعية 3,3.6,30,ChIJBVZFs6Sazz8RsWwXd9wlYc0
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,مركز صيانة سيارات,مركز الخدمة السريعة - الملا و بهبهاني,الشويخ الصناعية 3,4.1,266,ChIJJ8jsBKOazz8RAnWtDqxx_SM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,شالنجر لتصليح السيارات,الشويخ الصناعية 1,4.0,266,ChIJW_55N7aazz8RwPhQ1Mv0b3w
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,Land Rover Authorised Repairer Ali Alghanim & Sons,الشويخ الصناعية 1,4.3,258,ChIJX2dKKcyazz8RW5tmuiereeE
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج بستكي,الشويخ الصناعية,4.1,245,ChIJ4fSoXpWazz8RRTTDNqH_umE
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,دوار الأوكسجين,الشويخ الصناعية 3,4.0,243,ChIJw9X0Esubzz8RokH1yqj34-8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Farwaniya,العمرية,0.0,0,ChIJ6X2PPwCbzz8R7PRW3LDHLTo
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج رواسي العين,الشويخ الصناعية,4.3,163,ChIJUwYHclCbzz8RHq0dFsuBq-Q
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج مجدي الرفاعي الرئيسي,الشويخ الصناعية 2,4.7,123,ChIJf7bpQzSbzz8RXd1RbW8X1Ew
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,Bosch Power Tools Kuwait,الشويخ,3.8,0,ChIJo2m7f-aFzz8Rt787lZ4qc3Q
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,Ali Alghanim & Sons Automotive Main Service Center | مركز الخدمة الرئيسي علي,الشويخ الصناعية 2,4.3,99,ChIJG-vHTVWazz8R_sNmWmh8ZoA
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,Naseer center,الشويخ الصناعية 1,,0,ChIJa6_LXgCFzz8RmTICdQsO73Q
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج رافي شويخ,الشويخ الصناعية,4.4,24,ChIJHdKvfnibzz8RIQgmYkWgq-8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج محمد الصهيبي,الشويخ الصناعية 3,4.3,74,ChIJtdPVAF-bzz8RhSZ0yRsiuxs
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,مركز صيانة سيارات,كراج الجوادين,الري (قريب من الشويخ),4.7,68,ChIJLbnYFCGbzz8RSfD7dFLSuWU
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,كراج فاست 965,الشويخ الصناعية 2,,0,ChIJx_FuRgCFzz8RottE1cTXQ9I
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج الشامية,الشويخ الصناعية 2,4.6,60,ChIJkUoaVAGbzz8RVjmzS9JXY3o
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,فورد الوزان - الشويخ,الشويخ الصناعية 1,4.3,50,ChIJYwEYFaKbzz8RLQ8q34gpfvM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج مريخ اوتو الالماني,الشويخ الصناعية 1,4.6,47,ChIJucZj922bzz8Rt9Jg2U5Bi4w
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,Mondial Auto Garage كراج مونديال اوتو,الشويخ الصناعية 3,4.7,43,ChIJXXqw57eazz8RiQ6zFYql6YY
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,GARAJ IMTIAZ,الشويخ الصناعية,,0,ChIJX4gkMa2Pzz8RqxBL6EQMezM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج بوبيان,الشويخ الصناعية 3,4.1,41,ChIJYYkZJbqbzz8RG4OEW7wh3zg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,صناعية خيران,الشويخ الصناعية,,0,ChIJSYKaIgCFzz8R-MHMoAvas94
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,NASR AL-OMAR & SONS CYCLE AND TOYS STORE,الشويخ الصناعية,,0,ChIJccFHZwCFzz8R0a88fHT3GdM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج بي اند بي pandpGarage,الشويخ الصناعية 3,4.7,35,ChIJCVmeNL-bzz8RD2ui0GkOQNM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,A M AUTOMOTIVE,الشويخ الصناعية 2,4.6,29,ChIJZ2UcjGubzz8RuckE8YRXA_4
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,New German Technology Garage,الشويخ الصناعية 3,4.4,29,ChIJrZ-QF12bzz8RNcZIWoTRk9E
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,MG Service Center Shuwaikh Kuwait,الشويخ الصناعية 3,3.6,29,ChIJ0Vm73wObzz8Rkq3831tCdMg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,GT3 Garage,الشويخ الصناعية 3,5.0,28,ChIJxz-RoY6bzz8RUsDYXoRbbKI
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,租车公司,الشويخ الصناعية,,0,ChIJCXMSQwCFzz8RmBJmtgPnktg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,Shuwaik,الشويخ,,0,ChIJOS4ePwCFzz8R0h8lDEON8jM
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,OTTO WORKSHOP | اوتو,الشويخ الصناعية 3,5.0,23,ChIJWdkpFqibzz8RrEmKo09lmy0
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,7G garage,الشويخ الصناعية 3,4.8,21,ChIJTX4v7j-bzz8R98y0CkGCFd8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Zayani Car Service Center,الشويخ الصناعية 2,3.2,20,ChIJH3pI2Eebzz8Ryinl5t0kUWo
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,مركز صيانة سيارات,Hawk autoservices co.,الري (قريب من الشويخ),4.6,19,ChIJh0CdNuGbzz8RnfUuTaaX9wc
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج البصمة الالمانية,الشويخ الصناعية 2,4.6,19,ChIJG9OhCrabzz8RBTGuct_-MUg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج اوتو لينك,الري (قريب من الشويخ),3.7,19,ChIJjwfRdSWbzz8RN1T86317g1A
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Garage Draw My Ride,الشويخ الصناعية 2,4.2,15,ChIJrYxJHiibzz8RViUjR80VoIg
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Q8 TRUCKS GARAGE FOR REPAIR CARS CO.,الشويخ الصناعية 3,4.8,16,ChIJK5hOxcubzz8RRiKUm3_dP_c
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج ملك البككسات لتصليح السيارات,الشويخ الصناعية 3,3.9,16,ChIJl1rFynubzz8RRmI1zODO4r4
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,965 protection لحماية السيارات,الشويخ الصناعية 1,4.6,15,ChIJXX13O8-bzz8RAeJlojil360
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Friends Auto Works | كراج فريندز أوتو,الشويخ الصناعية 3,4.6,13,ChIJFaGiMwebzz8RTKemfjXOvDU
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج هيونداي تويوتا الشويخ,الشويخ الصناعية 1,3.6,13,ChIJX8WPELaazz8ROrs1GVgeLy8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,aaauto+. Service Centre - Shuwaikh,الشويخ الصناعية 3,3.9,12,ChIJ54F6phGFzz8RojYnSbFlIS8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج الاخوة لتصليح السيارات-‏ Alakhwah Auto Repair Garage,الشويخ الصناعية 2,4.2,11,ChIJRcCzFJWbzz8RHIVq2h3lOqw
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج انوار البلد,الشويخ الصناعية,4.7,10,ChIJEUHOvbmbzz8R9etKtcBNau8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Grand Auto Services,الشويخ الصناعية 2,4.3,9,ChIJc9KwNgSbzz8RKqxbQuuyT_w
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج الخلف لتصليح السيارات 🇰🇼,الشويخ الصناعية 2,4.6,7,ChIJhT8wydybzz8R_qGyfXoWnI8
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,سيارات,ZyEco Auto Services,الري (قريب من الشويخ),3.6,7,ChIJ-4ffxIyazz8RGY3jfP6SsvQ
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,كراج الشراع الشويخ للسيارات فتحات سقف,الشويخ الصناعية 2,4.5,6,ChIJu9_n18Gazz8RSxk32C_haO4
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج اوتو كويست Auto Quest Garage - Shuwaikh,الشويخ الصناعية 3,5.0,5,ChIJ_dWLaQCbzz8R9almSDi5xWQ
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,انفنتي سيرفس,الري (قريب من الشويخ),4.4,5,ChIJSSiYmESbzz8RxGxdIyFoO3E
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,مركز صيانة سيارات,كراج فهد الموسى لصيانة السيارات,الشويخ الصناعية 3,5.0,4,ChIJoUsvFZibzz8RykPHdiiv1Gk
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Zoom Auto service,الشويخ الصناعية 1,5.0,3,ChIJg5NB2f2bzz8RALqK-89HXn0
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,كراج ولفي,الشويخ الصناعية,5.0,3,ChIJzzN5BwCbzz8RqKy2xuPYFf0
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,الشطي لخدمة السيارات,الشويخ الصناعية 2,5.0,3,ChIJ-apX8Mqbzz8RRJxg1gZbT7U
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,,بورنان لغبار الشاحنات,المنطقة الحرة,,0,ChIJhQfzMACPzz8ReGT7zcAkZDo
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Asif Garage,الشويخ الصناعية 2,5.0,2,ChIJ_5XvViWbzz8RVo1aSBCiczc
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,تصليح سيارات,Quick Service co,الشويخ الصناعية 2,4.5,2,ChIJ8RJ_eEebzz8RtoLwLZPjQY0
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Biturbo garage,الري,5.0,4,ChIJzSv5t2mbzz8RWKwh-dfvEbQ
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,الشويخ,الشويخ الصناعية,5.0,1,ChIJN4r8_Fubzz8RVjMMz2ooZ3U
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,مصنع النجار للخراطة,الشويخ الصناعية 2,5.0,1,ChIJC5Vfbgybzz8RSjEgVJEdC4U
LOW,صيانة عامة,kept_current(generic),صيانة عامة,,ورشة إصلاح سيارات,Sefeena Service Centre,شرق الأحمدي,5.0,2,ChIJd448HQAHzz8RB_xO_urWb5k
